Time,GeneralizedAngle
0.0,44.9533026032152
0.01,44.96138114571037
0.02,44.9844054630924
0.03,45.020182413979796
0.04,45.0683646246568
0.05,45.12394070695624
0.06,45.18456031754951
0.07,45.25106990168581
0.08,45.32160860008799
0.09,45.39390320632088
0.1,45.46650865381864
0.11,45.53812108606536
0.12,45.607389149201566
0.13,45.67238675818293
0.14,45.730057424518044
0.15,45.78603730880433
0.16,45.838647049049094
0.17,45.88710185714109
0.18,45.932477072217296
0.19,45.97510106494811
0.2,45.98598383590191
0.21,45.995271797927984
0.22,46.032237679691285
0.23,46.07065260395857
0.24,46.11114251034345
0.25,46.155833916220274
0.26,46.205036350844615
0.27,46.26565767964623
0.28,46.330634441625335
0.29,46.399071156863165
0.3,46.46988725897421
0.31,46.54674579025819
0.32,46.629998693371455
0.33,46.72042367909799
0.34,46.81751462429912
0.35000000000000003,46.89381693147177
0.36,46.978892689422175
0.37,47.09974693847503
0.38,47.22823211806594
0.39,47.362733818906975
0.4,47.50303263229704
0.41000000000000003,47.62270948814848
0.42,47.744625593252806
0.43,47.89262499460318
0.44,48.04305674835991
0.45,48.1679895426309
0.46,48.29343345743397
0.47000000000000003,48.45079133068655
0.48,48.611723350097385
0.49,48.774145584139454
0.5,48.93862569521658
0.51,49.076668667378414
0.52,49.21656821237966
0.53,49.38889533718034
0.54,49.56489636159523
0.55,49.743337774423814
0.56,49.92114700597508
0.5700000000000001,50.07633608580559
0.58,50.23524488880613
0.59,50.416926676379994
0.6,50.599428206740384
0.61,50.786602118471876
0.62,50.97574020835706
0.63,51.12914343974126
0.64,51.28339155241515
0.65,51.47464119505495
0.66,51.628336566673774
0.67,51.78246584422237
0.68,51.975155284463874
0.6900000000000001,52.16510671270715
0.7000000000000001,52.348456138465565
0.71,52.49257507962355
0.72,52.63354639575996
0.73,52.76914693366215
0.74,52.90345361690475
0.75,53.06939541129329
0.76,53.23389128368408
0.77,53.39350978949907
0.78,53.5527370809871
0.79,53.70897177945827
0.8,53.86593616671781
0.81,54.02408463173132
0.8200000000000001,54.184871134109926
0.8300000000000001,54.346784889036684
0.84,54.47566902367995
0.85,54.60766725955003
0.86,54.76740322524396
0.87,54.92622234713246
0.88,55.0621643107308
0.89,55.201934669667146
0.9,55.378110972703105
0.91,55.51309037237385
0.92,55.648541458353584
0.93,55.827108139749754
0.9400000000000001,56.00819573038094
0.9500000000000001,56.16137968453842
0.96,56.31927922797322
0.97,56.50921504734601
0.98,56.70253005415873
0.99,56.89326025901542
1.0,57.08445893398518
1.01,57.275562073321275
1.02,57.471483806143276
1.03,57.670341737102795
1.04,57.87242668897682
1.05,58.08206395207903
1.06,58.29381403702583
1.07,58.50972848563506
1.08,58.68885113580825
1.09,58.868598257213414
1.1,59.087060534606884
1.11,59.307287907252324
1.12,59.493974954817695
1.1300000000000001,59.6805325072966
1.1400000000000001,59.9048228529304
1.1500000000000001,60.08709443406022
1.16,60.26530476840711
1.17,60.48031936494155
1.18,60.69648851482563
1.19,60.90983284206268
1.2,61.12161056629257
1.21,61.332797560605094
1.22,61.54373428281216
1.23,61.75394691218596
1.24,61.96303110194949
1.25,62.16848188951684
1.26,62.37262702528286
1.27,62.57171620809364
1.28,62.76584108691361
1.29,62.95896808375708
1.3,63.14988253766531
1.31,63.31306604696946
1.32,63.47806564064205
1.33,63.6368437143403
1.34,63.796519472577266
1.35,63.96876156257298
1.36,64.14367576468925
1.37,64.36680316745078
1.3800000000000001,64.57699546996594
1.3900000000000001,64.77972246591149
1.4000000000000001,64.97690890471078
1.41,65.16982549036335
1.42,65.36044083897004
1.43,65.56930569694012
1.44,65.76806900020664
1.45,65.95645919103052
1.46,66.13539487527196
1.47,66.30694348917133
1.48,66.47578461014791
1.49,66.64303502629606
1.5,66.80490127323111
1.51,66.96575815291007
1.52,67.10168490321489
1.53,67.23164490802274
1.54,67.38376063232039
1.55,67.53465806094499
1.56,67.68430481550944
1.57,67.83436847515493
1.58,67.98675316620488
1.59,68.14107594343083
1.6,68.2979130528601
1.61,68.45831561531884
1.62,68.62458872770755
1.6300000000000001,68.79611416318821
1.6400000000000001,68.9717193186771
1.6500000000000001,69.11480670931867
1.6600000000000001,69.25808753642991
1.67,69.41285160968432
1.68,69.54616664929756
1.69,69.72179393490579
1.7,69.90092201230401
1.71,70.08574481633349
1.72,70.27567376731287
1.73,70.4419906978308
1.74,70.60458066519986
1.75,70.76435328315274
1.76,70.92166203953354
1.77,71.07850290916325
1.78,71.23539453129347
1.79,71.39311726376995
1.8,71.5265151411491
1.81,71.66361509399347
1.82,71.82626758294064
1.83,71.99319520645736
1.84,72.16362684219881
1.85,72.31456225462217
1.86,72.46942856381666
1.87,72.65188883504852
1.8800000000000001,72.83753132856765
1.8900000000000001,73.02687880705797
1.9000000000000001,73.21842894813739
1.9100000000000001,73.41156669058506
1.92,73.60420950874062
1.93,73.7962311795594
1.94,73.98718613461627
1.95,74.17454891736263
1.96,74.36189290606262
1.97,74.55066241915583
1.98,74.71898055257101
1.99,74.88016773928946
2.0,75.05860971727317
2.0100000000000002,75.23666894655045
2.02,75.41662422838066
2.0300000000000002,75.5970166631517
2.04,75.77537982615603
2.05,75.97378160690722
2.06,76.16267960668125
2.07,76.34160697841776
2.08,76.50987643826583
2.09,76.630040773836
2.1,76.7437377317003
2.11,76.89108995094496
2.12,77.03574092797255
2.13,77.15153464458517
2.14,77.22946742235693
2.15,77.32844115418133
2.16,77.46397708658772
2.17,77.59944299969959
2.18,77.73525890286571
2.19,77.84002649779626
2.2,77.94066843500575
2.21,78.07136411641319
2.22,78.20311427016051
2.23,78.33060294733504
2.24,78.46177741659186
2.25,78.59737022745884
2.2600000000000002,78.74365767874627
2.27,78.89911359344102
2.2800000000000002,79.06429995275055
2.29,79.23764280167076
2.3000000000000003,79.38026034034398
2.31,79.5292141886763
2.32,79.73005619117095
2.33,79.93692126885809
2.34,80.12119223169044
2.35,80.29793952626824
2.36,80.47566330203647
2.37,80.65271067607951
2.38,80.77442929974102
2.39,80.89828084116313
2.4,81.02442057113912
2.41,81.20396272173781
2.42,81.38259103515942
2.43,81.5608329578663
2.44,81.73845432178312
2.45,81.91380522711499
2.46,82.08524376354839
2.47,82.2486043941644
2.48,82.41194008687728
2.49,82.54961771415282
2.5,82.68680052041726
2.5100000000000002,82.82252097705322
2.52,82.96159633542113
2.5300000000000002,83.12684328970907
2.54,83.29013259540255
2.5500000000000003,83.44975210914737
2.56,83.61695777709713
2.57,83.78603002333763
2.58,83.95718206431343
2.59,84.13055273483015
2.6,84.30725097898801
2.61,84.48587877356157
2.62,84.64359040401946
2.63,84.80250320479911
2.64,84.97599262390578
2.65,85.12314448560336
2.66,85.27255532037995
2.67,85.45547352406321
2.68,85.64314413896518
2.69,85.76054998040831
2.7,85.87771748726726
2.71,86.07038847241965
2.72,86.2649849405688
2.73,86.46044805313306
2.74,86.65625028081297
2.75,86.85148976242823
2.7600000000000002,87.04589306954584
2.77,87.23941744720094
2.7800000000000002,87.43571057549211
2.79,87.5846690693087
2.8000000000000003,87.7067767041911
2.81,87.87590299592726
2.82,88.06872778389034
2.83,88.26033032595143
2.84,88.44997476985634
2.85,88.63852689247229
2.86,88.83409268280592
2.87,89.02923270812607
2.88,89.22335994812386
2.89,89.41678016179281
2.9,89.60978907765788
2.91,89.79912664227051
2.92,89.98598055367609
2.93,90.17045995912167
2.94,90.35229462701419
2.95,90.53794575581556
2.96,90.72690077791414
2.97,90.91560782027857
2.98,91.10348046410189
2.99,91.29166692265811
3.0,91.48122509956079
3.0100000000000002,91.67130696494678
3.02,91.86124117649756
3.0300000000000002,92.04797310840381
3.04,92.23557150601037
3.0500000000000003,92.39258803947159
3.06,92.55178066328612
3.0700000000000003,92.74103247534799
3.08,92.9285890857073
3.09,93.11629839933869
3.1,93.30471306413638
3.11,93.49379525233934
3.12,93.68202368242116
3.13,93.86875766069382
3.14,94.05287916744764
3.15,94.23410391953934
3.16,94.41188692704524
3.17,94.55485635249278
3.18,94.69606216535111
3.19,94.86325569600346
3.2,95.02774531080217
3.21,95.19200011510623
3.22,95.3522311753514
3.23,95.50788979606013
3.24,95.65887883069145
3.25,95.80632674961184
3.2600000000000002,95.9504053002334
3.27,96.09073684418426
3.2800000000000002,96.22749537702362
3.29,96.3611653957459
3.3000000000000003,96.4910135688566
3.31,96.57794293017922
3.3200000000000003,96.66088713291809
3.33,96.7447357920679
3.34,96.86430585812123
3.35,96.98117012534236
3.36,97.09728926352801
3.37,97.21495548771132
3.38,97.33662509903843
3.39,97.46295636573741
3.4,97.59389125026946
3.41,97.72907094179027
3.42,97.86711117952864
3.43,98.00702085114311
3.44,98.1480159799918
3.45,98.29018605171036
3.46,98.43101847917723
3.47,98.57128667231864
3.48,98.7189854599295
3.49,98.86837092794349
3.5,99.02288377030288
3.5100000000000002,99.18164892362195
3.52,99.344734700564
3.5300000000000002,99.51222154074172
3.54,99.68280490346287
3.5500000000000003,99.85595448090646
3.56,100.03058692606946
3.5700000000000003,100.20599281455593
3.58,100.3809889002655
3.59,100.55377580291952
3.6,100.69577666733956
